B_digital_(T)	B_analog_(T)	T_sample_(K)	I_s	V_nv	R_nv
1.83214E+0	1.75376E+0	2.99261E+2	1.00004E-4	1.69589E-3	1.69581E+1
1.84489E+0	1.76608E+0	2.99266E+2	1.00004E-4	1.69565E-3	1.69558E+1
1.85751E+0	1.77842E+0	2.99272E+2	1.00004E-4	1.69564E-3	1.69557E+1
1.87036E+0	1.79082E+0	2.99279E+2	1.00004E-4	1.69564E-3	1.69556E+1
1.88216E+0	1.80321E+0	2.99285E+2	1.00004E-4	1.69596E-3	1.69589E+1
1.89475E+0	1.81566E+0	2.99293E+2	1.00004E-4	1.69572E-3	1.69565E+1
1.90781E+0	1.82809E+0	2.99301E+2	1.00004E-4	1.69593E-3	1.69585E+1
1.92087E+0	1.84061E+0	2.99308E+2	1.00004E-4	1.69625E-3	1.69618E+1
1.93383E+0	1.85310E+0	2.99314E+2	1.00004E-4	1.69560E-3	1.69553E+1
1.94556E+0	1.86545E+0	2.99318E+2	1.00004E-4	1.69551E-3	1.69544E+1
1.95855E+0	1.87792E+0	2.99323E+2	1.00004E-4	1.69560E-3	1.69552E+1
1.97167E+0	1.89036E+0	2.99330E+2	1.00004E-4	1.69629E-3	1.69621E+1
1.98424E+0	1.90273E+0	2.99337E+2	1.00004E-4	1.69655E-3	1.69648E+1
1.99643E+0	1.91516E+0	2.99343E+2	1.00004E-4	1.69658E-3	1.69651E+1
2.00974E+0	1.92769E+0	2.99351E+2	1.00004E-4	1.69688E-3	1.69681E+1
2.02258E+0	1.94015E+0	2.99355E+2	1.00004E-4	1.69695E-3	1.69688E+1
2.03484E+0	1.95246E+0	2.99360E+2	1.00004E-4	1.69673E-3	1.69666E+1
2.04788E+0	1.96494E+0	2.99365E+2	1.00004E-4	1.69648E-3	1.69641E+1
2.05998E+0	1.97754E+0	2.99371E+2	1.00004E-4	1.69642E-3	1.69635E+1
2.07277E+0	1.99006E+0	2.99377E+2	1.00004E-4	1.69680E-3	1.69672E+1
2.08550E+0	2.00247E+0	2.99383E+2	1.00004E-4	1.69713E-3	1.69706E+1
2.09721E+0	2.01494E+0	2.99389E+2	1.00004E-4	1.69699E-3	1.69692E+1
2.11022E+0	2.02738E+0	2.99394E+2	1.00004E-4	1.69636E-3	1.69629E+1
2.12264E+0	2.03972E+0	2.99399E+2	1.00004E-4	1.69589E-3	1.69581E+1
2.13645E+0	2.05230E+0	2.99403E+2	1.00004E-4	1.69594E-3	1.69586E+1
2.14876E+0	2.06487E+0	2.99407E+2	1.00004E-4	1.69569E-3	1.69561E+1
2.16149E+0	2.07732E+0	2.99413E+2	1.00004E-4	1.69568E-3	1.69561E+1
2.17443E+0	2.08972E+0	2.99418E+2	1.00004E-4	1.69605E-3	1.69598E+1
2.18599E+0	2.10211E+0	2.99423E+2	1.00004E-4	1.69651E-3	1.69643E+1
2.19909E+0	2.11465E+0	2.99426E+2	1.00004E-4	1.69651E-3	1.69644E+1
2.21227E+0	2.12713E+0	2.99431E+2	1.00004E-4	1.69641E-3	1.69633E+1
2.22495E+0	2.13964E+0	2.99435E+2	1.00004E-4	1.69698E-3	1.69691E+1
2.23791E+0	2.15229E+0	2.99440E+2	1.00004E-4	1.69703E-3	1.69695E+1
2.24988E+0	2.16481E+0	2.99443E+2	1.00004E-4	1.69659E-3	1.69651E+1
2.26214E+0	2.17723E+0	2.99446E+2	1.00004E-4	1.69614E-3	1.69606E+1
2.27475E+0	2.18977E+0	2.99451E+2	1.00004E-4	1.69625E-3	1.69617E+1
2.28790E+0	2.20229E+0	2.99454E+2	1.00005E-4	1.69674E-3	1.69666E+1
2.30066E+0	2.21470E+0	2.99457E+2	1.00004E-4	1.69652E-3	1.69645E+1
2.31231E+0	2.22732E+0	2.99461E+2	1.00004E-4	1.69649E-3	1.69642E+1
2.32554E+0	2.23987E+0	2.99464E+2	1.00004E-4	1.69667E-3	1.69659E+1
2.33828E+0	2.25223E+0	2.99464E+2	1.00004E-4	1.69663E-3	1.69656E+1
2.35123E+0	2.26479E+0	2.99468E+2	1.00004E-4	1.69659E-3	1.69652E+1
2.36401E+0	2.27743E+0	2.99473E+2	1.00004E-4	1.69667E-3	1.69660E+1
2.37668E+0	2.28988E+0	2.99477E+2	1.00004E-4	1.69700E-3	1.69693E+1
2.38937E+0	2.30238E+0	2.99480E+2	1.00004E-4	1.69659E-3	1.69652E+1
